date,delay,distance,origin,destination
01311355,18,504,ABQ,DAL
01011150,-5,126,ABY,ATL
01011722,-5,126,ABY,ATL
01020600,-1,126,ABY,ATL
01021150,121,126,ABY,ATL
01021722,-5,126,ABY,ATL
01030600,-3,126,ABY,ATL
01031150,236,126,ABY,ATL
01031722,27,126,ABY,ATL
01031900,-85,126,ABY,ATL
01040600,-5,126,ABY,ATL
01041150,-5,126,ABY,ATL
01041722,-5,126,ABY,ATL
01050600,-1,126,ABY,ATL
01051150,26,126,ABY,ATL
01051722,2,126,ABY,ATL
01060600,-2,126,ABY,ATL
01061150,36,126,ABY,ATL
01061734,0,126,ABY,ATL
01070600,-4,126,ABY,ATL
01071150,27,126,ABY,ATL
01071734,0,126,ABY,ATL
01080600,3,126,ABY,ATL
01081150,-5,126,ABY,ATL
01081734,-8,126,ABY,ATL
01090600,0,126,ABY,ATL
01091150,-1,126,ABY,ATL
01091734,-6,126,ABY,ATL
01100600,-4,126,ABY,ATL
01101150,-5,126,ABY,ATL
01101734,46,126,ABY,ATL
01110700,-9,126,ABY,ATL
01111300,41,126,ABY,ATL
01120600,-5,126,ABY,ATL
01121150,0,126,ABY,ATL
01121734,-5,126,ABY,ATL
01130600,-5,126,ABY,ATL
01131150,-4,126,ABY,ATL
01131734,-12,126,ABY,ATL
01140600,-6,126,ABY,ATL
01141150,-6,126,ABY,ATL
01141734,-12,126,ABY,ATL
01150600,-5,126,ABY,ATL
01151150,-3,126,ABY,ATL
01151734,-12,126,ABY,ATL
01160600,-7,126,ABY,ATL
01161150,-5,126,ABY,ATL
01161734,-4,126,ABY,ATL
01170600,-5,126,ABY,ATL
01171150,-1,126,ABY,ATL
01171734,3,126,ABY,ATL
01180700,-1,126,ABY,ATL
01181300,-9,126,ABY,ATL
01190915,-11,126,ABY,ATL
01191532,-6,126,ABY,ATL
01200600,-2,126,ABY,ATL
01201150,-4,126,ABY,ATL
01201734,-3,126,ABY,ATL
01210600,-5,126,ABY,ATL
01211150,-9,126,ABY,ATL
01211734,27,126,ABY,ATL
01220600,-5,126,ABY,ATL
01221150,-6,126,ABY,ATL
01221734,5,126,ABY,ATL
01230600,0,126,ABY,ATL
01231150,-5,126,ABY,ATL
01231734,-5,126,ABY,ATL
01240600,-2,126,ABY,ATL
01241150,23,126,ABY,ATL
01241734,-4,126,ABY,ATL
01250700,5,126,ABY,ATL
01251300,-8,126,ABY,ATL
01260600,-5,126,ABY,ATL
01261150,55,126,ABY,ATL
01261734,-7,126,ABY,ATL
01270600,0,126,ABY,ATL
01271150,-5,126,ABY,ATL
01271734,8,126,ABY,ATL
01280600,-5,126,ABY,ATL
01281150,-3,126,ABY,ATL
01281734,0,126,ABY,ATL
01290600,0,126,ABY,ATL
01291150,0,126,ABY,ATL
01291734,0,126,ABY,ATL
01300600,47,126,ABY,ATL
01301150,0,126,ABY,ATL
01301734,-8,126,ABY,ATL
01310600,2,126,ABY,ATL
01311150,3,126,ABY,ATL
01311734,-4,126,ABY,ATL
01011920,-8,78,ACT,DFW
01011130,-7,78,ACT,DFW
01011720,18,78,ACT,DFW
01011430,-5,78,ACT,DFW
01010610,-1,78,ACT,DFW
01021920,47,78,ACT,DFW
01021130,25,78,ACT,DFW
01021720,0,78,ACT,DFW
01021430,-9,78,ACT,DFW
01020610,-5,78,ACT,DFW
01031920,-10,78,ACT,DFW
01031130,52,78,ACT,DFW
01031720,-12,78,ACT,DFW
01031430,-2,78,ACT,DFW
01030610,0,78,ACT,DFW
01041130,-5,78,ACT,DFW
01041720,-1,78,ACT,DFW
01041430,-8,78,ACT,DFW
01040610,-5,78,ACT,DFW
01051920,-8,78,ACT,DFW
01051130,-4,78,ACT,DFW
01051720,-8,78,ACT,DFW
01051430,3,78,ACT,DFW
01050610,-5,78,ACT,DFW
01061920,4,78,ACT,DFW
01061130,24,78,ACT,DFW
01061720,8,78,ACT,DFW
01061430,-3,78,ACT,DFW
01060610,-1,78,ACT,DFW
01071920,-21,78,ACT,DFW
01071130,0,78,ACT,DFW
01071720,-7,78,ACT,DFW
01071430,78,78,ACT,DFW
01070610,0,78,ACT,DFW
01081920,-26,78,ACT,DFW
01081130,-6,78,ACT,DFW
01081720,4,78,ACT,DFW
01081430,-3,78,ACT,DFW
01080610,0,78,ACT,DFW
01091920,14,78,ACT,DFW
01091130,26,78,ACT,DFW
01091720,-8,78,ACT,DFW
01091430,0,78,ACT,DFW
01090610,-4,78,ACT,DFW
01101920,-14,78,ACT,DFW
01101130,-3,78,ACT,DFW
01101720,-8,78,ACT,DFW
01101430,-8,78,ACT,DFW
01100610,-4,78,ACT,DFW
01111130,25,78,ACT,DFW
01111720,-3,78,ACT,DFW
01111430,14,78,ACT,DFW
01110610,-1,78,ACT,DFW
01121920,-12,78,ACT,DFW
01121130,-6,78,ACT,DFW
01121720,-10,78,ACT,DFW
01121430,-4,78,ACT,DFW
01120610,-8,78,ACT,DFW
01131920,63,78,ACT,DFW
01131130,-5,78,ACT,DFW
01131720,-10,78,ACT,DFW
01131430,-12,78,ACT,DFW
01130610,-7,78,ACT,DFW
01141920,-13,78,ACT,DFW
01141130,-5,78,ACT,DFW
01141720,-7,78,ACT,DFW
01141430,-7,78,ACT,DFW
01140610,-3,78,ACT,DFW
01151920,-21,78,ACT,DFW
01151130,-10,78,ACT,DFW
01151720,-12,78,ACT,DFW
01151430,-11,78,ACT,DFW
01150610,-6,78,ACT,DFW
01161920,-7,78,ACT,DFW
01161130,-4,78,ACT,DFW
01161720,0,78,ACT,DFW
01161430,-7,78,ACT,DFW
01160610,-5,78,ACT,DFW
01171920,-8,78,ACT,DFW
01171130,4,78,ACT,DFW
01171720,-8,78,ACT,DFW
01171430,7,78,ACT,DFW
01170610,-3,78,ACT,DFW
01181130,-13,78,ACT,DFW
01181720,-10,78,ACT,DFW
01181430,-8,78,ACT,DFW
01180610,-2,78,ACT,DFW
01191920,-20,78,ACT,DFW
01191130,-4,78,ACT,DFW
01191720,-10,78,ACT,DFW
01191430,-12,78,ACT,DFW
01190610,-10,78,ACT,DFW
01201920,-10,78,ACT,DFW
01201130,0,78,ACT,DFW
01201720,-11,78,ACT,DFW
01201430,-15,78,ACT,DFW
01200610,-10,78,ACT,DFW
01211920,-10,78,ACT,DFW
01211130,-7,78,ACT,DFW
01211720,9,78,ACT,DFW
01211430,-4,78,ACT,DFW
01210610,-6,78,ACT,DFW
01221920,16,78,ACT,DFW
01221130,-10,78,ACT,DFW
01221720,-9,78,ACT,DFW
01221430,-15,78,ACT,DFW
01220610,-3,78,ACT,DFW
01231920,6,78,ACT,DFW
01231130,-3,78,ACT,DFW
01231720,0,78,ACT,DFW
01231430,-13,78,ACT,DFW
01230610,-3,78,ACT,DFW
01241920,-15,78,ACT,DFW
01241130,12,78,ACT,DFW
01241720,-8,78,ACT,DFW
01241430,14,78,ACT,DFW
01240610,-1,78,ACT,DFW
01251130,34,78,ACT,DFW
01251720,-11,78,ACT,DFW
01251430,-4,78,ACT,DFW
01250610,0,78,ACT,DFW
01261920,-16,78,ACT,DFW
01261130,-8,78,ACT,DFW
01261720,-10,78,ACT,DFW
01261430,74,78,ACT,DFW
01260610,2,78,ACT,DFW
01271920,25,78,ACT,DFW
01271130,52,78,ACT,DFW
01271720,-9,78,ACT,DFW
01271430,0,78,ACT,DFW
01270610,-2,78,ACT,DFW
01281920,-12,78,ACT,DFW
01281130,-8,78,ACT,DFW
01281720,-14,78,ACT,DFW
01281430,-9,78,ACT,DFW
01280610,-8,78,ACT,DFW
01291920,-15,78,ACT,DFW
01291130,-4,78,ACT,DFW
01291720,-12,78,ACT,DFW
01291430,0,78,ACT,DFW
01290610,-5,78,ACT,DFW
01301920,-11,78,ACT,DFW
01301130,-7,78,ACT,DFW
01301720,-3,78,ACT,DFW
01301430,-10,78,ACT,DFW
01300610,0,78,ACT,DFW
01311920,67,78,ACT,DFW
01311130,-4,78,ACT,DFW
01311720,-9,78,ACT,DFW
01311430,-10,78,ACT,DFW
01310610,-1,78,ACT,DFW
01011824,-24,180,ACV,SMF
01012316,-17,48,ACV,CEC
01011130,-10,180,ACV,SMF
01010531,0,217,ACV,SFO
01010948,9,217,ACV,SFO
01011635,-15,217,ACV,SFO
01011506,12,217,ACV,SFO
01011318,-2,217,ACV,SFO
01012016,-4,217,ACV,SFO
01021824,-9,180,ACV,SMF
01022316,-20,48,ACV,CEC
01021130,0,180,ACV,SMF
01020531,-2,217,ACV,SFO
01020948,-11,217,ACV,SFO
01021635,-5,217,ACV,SFO
01021506,-3,217,ACV,SFO
01021318,-9,217,ACV,SFO
01022016,-12,217,ACV,SFO
01020837,12,217,ACV,SFO
01031824,-18,180,ACV,SMF
01032316,-24,48,ACV,CEC
01031130,58,180,ACV,SMF
01030531,-1,217,ACV,SFO
01030948,0,217,ACV,SFO
01031635,-10,217,ACV,SFO
01031506,-7,217,ACV,SFO
01031318,-10,217,ACV,SFO
01032016,-9,217,ACV,SFO
01030837,-4,217,ACV,SFO
01041130,0,180,ACV,SMF
01040531,0,217,ACV,SFO
01040948,0,217,ACV,SFO
01041635,38,217,ACV,SFO
01041506,39,217,ACV,SFO
01041318,0,217,ACV,SFO
01042016,-10,217,ACV,SFO
01040837,164,217,ACV,SFO
01051824,-6,180,ACV,SMF
01052316,-18,48,ACV,CEC
01050531,-5,217,ACV,SFO
01050948,-7,217,ACV,SFO
01051635,-2,217,ACV,SFO
01051506,-7,217,ACV,SFO
01051318,52,217,ACV,SFO
01052016,-10,217,ACV,SFO
01050837,-10,217,ACV,SFO
01061824,-7,180,ACV,SMF
01062316,14,48,ACV,CEC
01061130,-6,180,ACV,SMF
01060531,-7,217,ACV,SFO
01060948,-7,217,ACV,SFO
01061635,-7,217,ACV,SFO
01061506,-3,217,ACV,SFO
01061318,-10,217,ACV,SFO
01062016,-5,217,ACV,SFO
01060837,-9,217,ACV,SFO
01071813,91,180,ACV,SMF
01072316,2,48,ACV,CEC
01071148,0,180,ACV,SMF
01070545,57,217,ACV,SFO
01071503,-7,217,ACV,SFO
01070948,-10,217,ACV,SFO
01071703,-10,217,ACV,SFO
01071316,35,217,ACV,SFO
01070838,0,217,ACV,SFO
01081813,-8,180,ACV,SMF
01082316,70,48,ACV,CEC
01081148,-6,180,ACV,SMF
01081503,48,217,ACV,SFO
01080545,0,217,ACV,SFO
01080948,0,217,ACV,SFO
01081703,-7,217,ACV,SFO
01081316,88,217,ACV,SFO
01080838,244,217,ACV,SFO
01091813,-5,180,ACV,SMF
01092316,16,48,ACV,CEC
01091148,-11,180,ACV,SMF
01091503,68,217,ACV,SFO
01090545,-3,217,ACV,SFO
01090948,116,217,ACV,SFO
01091703,82,217,ACV,SFO
01091316,41,217,ACV,SFO
01090838,45,217,ACV,SFO
01101813,-19,180,ACV,SMF
01102316,-21,48,ACV,CEC
01101148,44,180,ACV,SMF
01101503,17,217,ACV,SFO
01100545,0,217,ACV,SFO
01100948,6,217,ACV,SFO
01101703,148,217,ACV,SFO
01101316,141,217,ACV,SFO
01100838,129,217,ACV,SFO
01111148,-6,180,ACV,SMF
01110545,-2,217,ACV,SFO
01110948,-11,217,ACV,SFO
01111703,-9,217,ACV,SFO
01111316,9,217,ACV,SFO
01110838,13,217,ACV,SFO
01121813,32,180,ACV,SMF
01122316,-8,48,ACV,CEC
01121503,-5,217,ACV,SFO
01120545,0,217,ACV,SFO
01120948,-10,217,ACV,SFO
01121703,21,217,ACV,SFO
01121316,-10,217,ACV,SFO
01120838,-11,217,ACV,SFO
01131813,3,180,ACV,SMF
01132316,-35,48,ACV,CEC
01131148,-9,180,ACV,SMF
01131503,-8,217,ACV,SFO
01130545,3,217,ACV,SFO
01130948,5,217,ACV,SFO
01131703,-10,217,ACV,SFO
01131316,-8,217,ACV,SFO
01130838,0,217,ACV,SFO
01141813,-4,180,ACV,SMF
01142316,-26,48,ACV,CEC
01141148,132,180,ACV,SMF
01140545,-4,217,ACV,SFO
01141503,-9,217,ACV,SFO
01140948,-9,217,ACV,SFO
01141703,-9,217,ACV,SFO
01141316,13,217,ACV,SFO
01140838,-9,217,ACV,SFO
01151813,10,180,ACV,SMF
01152316,4,48,ACV,CEC
01151148,-3,180,ACV,SMF
01151503,-10,217,ACV,SFO
01150545,1,217,ACV,SFO
01150948,-10,217,ACV,SFO
01151703,-7,217,ACV,SFO
01151316,24,217,ACV,SFO
01150838,-10,217,ACV,SFO
01161813,0,180,ACV,SMF
01162316,0,48,ACV,CEC
01161148,-4,180,ACV,SMF
01161503,20,217,ACV,SFO
01160545,-9,217,ACV,SFO
01160948,-8,217,ACV,SFO
01161703,106,217,ACV,SFO
01161316,-10,217,ACV,SFO
01160838,-10,217,ACV,SFO
01171813,-15,180,ACV,SMF
01172316,0,48,ACV,CEC
01171148,-8,180,ACV,SMF
01171503,-12,217,ACV,SFO
01170545,-2,217,ACV,SFO
01170948,-7,217,ACV,SFO
01171703,10,217,ACV,SFO
01171316,-10,217,ACV,SFO
01170838,-9,217,ACV,SFO
01181148,-10,180,ACV,SMF
01180545,-13,217,ACV,SFO
01180948,-10,217,ACV,SFO
01181703,58,217,ACV,SFO
01181316,-13,217,ACV,SFO
01180838,-10,217,ACV,SFO
01191813,-9,180,ACV,SMF
01192316,-5,48,ACV,CEC
01191503,7,217,ACV,SFO
01190545,-5,217,ACV,SFO
01190948,-9,217,ACV,SFO
01191703,-7,217,ACV,SFO
01191316,-7,217,ACV,SFO
01190838,48,217,ACV,SFO
01201813,-10,180,ACV,SMF
01202316,0,48,ACV,CEC
01201148,-4,180,ACV,SMF
01201503,-9,217,ACV,SFO
01200545,-3,217,ACV,SFO
01200948,-8,217,ACV,SFO
01201703,-10,217,ACV,SFO
01201316,-18,217,ACV,SFO
01200838,-4,217,ACV,SFO
01211813,-7,180,ACV,SMF
01212316,-24,48,ACV,CEC
01211148,-10,180,ACV,SMF
01210545,0,217,ACV,SFO
01211503,-10,217,ACV,SFO
01210948,28,217,ACV,SFO
01211703,-7,217,ACV,SFO
01211316,9,217,ACV,SFO
01210838,91,217,ACV,SFO
01221813,-20,180,ACV,SMF
01222316,-16,48,ACV,CEC
01221148,-13,180,ACV,SMF
01221503,0,217,ACV,SFO
01220545,-10,217,ACV,SFO
01220948,-17,217,ACV,SFO
01221703,-17,217,ACV,SFO
01221316,-14,217,ACV,SFO
01220838,42,217,ACV,SFO
01231813,-8,180,ACV,SMF
01232316,-19,48,ACV,CEC
01231148,-7,180,ACV,SMF
01231503,-6,217,ACV,SFO
01230545,-9,217,ACV,SFO
01230948,-8,217,ACV,SFO
01231703,5,217,ACV,SFO
01231316,10,217,ACV,SFO
01230838,42,217,ACV,SFO
01241813,-5,180,ACV,SMF
01242316,-13,48,ACV,CEC
01241148,-10,180,ACV,SMF
01241503,-10,217,ACV,SFO
01240545,-3,217,ACV,SFO
01240948,-7,217,ACV,SFO
01241703,-10,217,ACV,SFO
01241316,-10,217,ACV,SFO
01240838,-9,217,ACV,SFO
01251148,-10,180,ACV,SMF
01250545,-5,217,ACV,SFO
01250948,-10,217,ACV,SFO
01251703,-9,217,ACV,SFO
01251316,-9,217,ACV,SFO
01250838,-10,217,ACV,SFO
01261813,-10,180,ACV,SMF
01262316,0,48,ACV,CEC
01261503,9,217,ACV,SFO
01260545,3,217,ACV,SFO
01260948,2,217,ACV,SFO
01261703,-3,217,ACV,SFO
01261316,-9,217,ACV,SFO
01260838,0,217,ACV,SFO
01271813,-5,180,ACV,SMF
01272316,-19,48,ACV,CEC
01271148,-8,180,ACV,SMF
01271503,34,217,ACV,SFO
01270545,0,217,ACV,SFO
01270948,63,217,ACV,SFO
01271703,-5,217,ACV,SFO
01271316,3,217,ACV,SFO
01270838,23,217,ACV,SFO
01281813,18,180,ACV,SMF
01282316,-21,48,ACV,CEC
01281148,-16,180,ACV,SMF
01280545,-1,217,ACV,SFO
01281503,-8,217,ACV,SFO
01280948,18,217,ACV,SFO
01281703,-6,217,ACV,SFO
01281316,1,217,ACV,SFO
01280838,59,217,ACV,SFO
01291813,-16,180,ACV,SMF
01292316,-20,48,ACV,CEC
01291148,-13,180,ACV,SMF
01291503,113,217,ACV,SFO
01290545,0,217,ACV,SFO
01290948,27,217,ACV,SFO
01291703,80,217,ACV,SFO
01291316,123,217,ACV,SFO
01290838,72,217,ACV,SFO
01301813,-18,180,ACV,SMF
01302316,13,48,ACV,CEC
01301148,-10,180,ACV,SMF
01301503,-4,217,ACV,SFO
01300545,-8,217,ACV,SFO
01300948,-9,217,ACV,SFO
01301703,-10,217,ACV,SFO
01301316,25,217,ACV,SFO
01300838,-9,217,ACV,SFO
01311813,-2,180,ACV,SMF
01312316,-25,48,ACV,CEC
01311148,-12,180,ACV,SMF
01311503,3,217,ACV,SFO
01310545,-6,217,ACV,SFO
01310948,-7,217,ACV,SFO
01311703,-7,217,ACV,SFO
01311316,0,217,ACV,SFO
01310838,-9,217,ACV,SFO
01011710,-15,220,ADQ,ANC
01021710,-24,220,ADQ,ANC
01020815,-12,220,ADQ,ANC
01031710,-9,220,ADQ,ANC
01030815,-10,220,ADQ,ANC
01040815,0,220,ADQ,ANC
01051710,0,220,ADQ,ANC
01050815,-12,220,ADQ,ANC
01061710,-19,220,ADQ,ANC
01060815,-14,220,ADQ,ANC
01071710,-11,220,ADQ,ANC
01070815,-9,220,ADQ,ANC
01081710,-10,220,ADQ,ANC
01091710,-16,220,ADQ,ANC
01090815,-17,220,ADQ,ANC
01101710,-19,220,ADQ,ANC
01100815,-18,220,ADQ,ANC
01110815,-17,220,ADQ,ANC
01121710,13,220,ADQ,ANC
01120815,-21,220,ADQ,ANC
01131710,0,220,ADQ,ANC
01130815,-1,220,ADQ,ANC
01141710,-2,220,ADQ,ANC
01140815,2,220,ADQ,ANC
01151710,25,220,ADQ,ANC
01161710,-1,220,ADQ,ANC
01160815,-5,220,ADQ,ANC
01171710,2,220,ADQ,ANC
01170815,0,220,ADQ,ANC
01180815,-11,220,ADQ,ANC
01191710,-20,220,ADQ,ANC
01190815,-7,220,ADQ,ANC
01201710,121,220,ADQ,ANC
01200815,-5,220,ADQ,ANC
01211710,-21,220,ADQ,ANC
01210815,-13,220,ADQ,ANC
01221710,140,220,ADQ,ANC
01231710,0,220,ADQ,ANC
01230815,-17,220,ADQ,ANC
01241710,-10,220,ADQ,ANC
01240815,-16,220,ADQ,ANC
01250815,-15,220,ADQ,ANC
01261710,0,220,ADQ,ANC
01260815,5,220,ADQ,ANC
01271710,0,220,ADQ,ANC
01270815,-4,220,ADQ,ANC
01281710,-8,220,ADQ,ANC
01280815,-10,220,ADQ,ANC
01291710,-12,220,ADQ,ANC
01301710,-16,220,ADQ,ANC
01300815,-4,220,ADQ,ANC
01311710,0,220,ADQ,ANC
01310815,-11,220,ADQ,ANC
01011030,63,247,AEX,DFW
01011838,-14,165,AEX,IAH
01011204,-8,165,AEX,IAH
01011710,18,435,AEX,ATL
01011115,-3,435,AEX,ATL
01021030,-5,247,AEX,DFW
01020537,-7,165,AEX,IAH
01021851,-3,165,AEX,IAH
01021204,21,165,AEX,IAH
01020600,-6,435,AEX,ATL
01021710,115,435,AEX,ATL
01021116,9,435,AEX,ATL
01021408,52,435,AEX,ATL
01031030,56,247,AEX,DFW
01030537,0,165,AEX,IAH
01031838,0,165,AEX,IAH
01031204,-14,165,AEX,IAH
01030600,0,435,AEX,ATL
01031710,-5,435,AEX,ATL
01031116,7,435,AEX,ATL
01031408,-7,435,AEX,ATL
01041030,1,247,AEX,DFW
01040537,-1,165,AEX,IAH
01041838,-5,165,AEX,IAH
01041204,-3,165,AEX,IAH
01040600,-7,435,AEX,ATL
01041710,-4,435,AEX,ATL
01041115,-8,435,AEX,ATL
01041408,24,435,AEX,ATL
01051030,0,247,AEX,DFW
01050537,11,165,AEX,IAH
01051844,44,165,AEX,IAH
01051204,186,165,AEX,IAH
01050600,-2,435,AEX,ATL
01051710,0,435,AEX,ATL
01051116,37,435,AEX,ATL
01051408,4,435,AEX,ATL
01061030,-3,247,AEX,DFW
01060537,0,165,AEX,IAH
01061851,0,165,AEX,IAH
01061204,-4,165,AEX,IAH
01060600,278,435,AEX,ATL
01061721,0,435,AEX,ATL
01061115,0,435,AEX,ATL
01061415,23,435,AEX,ATL
01071030,-3,247,AEX,DFW
01070530,0,165,AEX,IAH
01071830,-10,165,AEX,IAH
01071154,-5,165,AEX,IAH
01070600,0,435,AEX,ATL
01071721,117,435,AEX,ATL
01071115,61,435,AEX,ATL
01071415,12,435,AEX,ATL
01081030,-1,247,AEX,DFW
01080530,-4,165,AEX,IAH
01081830,17,165,AEX,IAH
01081154,2,165,AEX,IAH
01080600,23,435,AEX,ATL
01081721,3,435,AEX,ATL
01081115,0,435,AEX,ATL
01081415,-5,435,AEX,ATL
01091030,-4,247,AEX,DFW
01090530,-9,165,AEX,IAH
01091830,7,165,AEX,IAH
01091154,89,165,AEX,IAH
01090600,-10,435,AEX,ATL
01091721,4,435,AEX,ATL
01091115,-6,435,AEX,ATL
01091415,-9,435,AEX,ATL
01101030,81,247,AEX,DFW
01100530,-9,165,AEX,IAH
01101830,-10,165,AEX,IAH
01101154,-6,165,AEX,IAH
01100600,-6,435,AEX,ATL
01101721,26,435,AEX,ATL
01101115,-7,435,AEX,ATL
01101415,-9,435,AEX,ATL
01111030,-4,247,AEX,DFW
01110530,-1,165,AEX,IAH
01111837,-10,165,AEX,IAH
01111154,-3,165,AEX,IAH
01110600,-5,435,AEX,ATL
01111115,13,435,AEX,ATL
01111411,28,435,AEX,ATL
01121030,-9,247,AEX,DFW
01120530,-6,165,AEX,IAH
01121830,-11,165,AEX,IAH
01121154,28,165,AEX,IAH
01120600,-4,435,AEX,ATL
01121721,0,435,AEX,ATL
01121115,267,435,AEX,ATL
01121415,38,435,AEX,ATL
01131030,-8,247,AEX,DFW
01130530,-4,165,AEX,IAH
01131830,-10,165,AEX,IAH
01131154,-5,165,AEX,IAH
01130600,-4,435,AEX,ATL
01131721,-5,435,AEX,ATL
01131115,10,435,AEX,ATL
01131415,-8,435,AEX,ATL
01141030,-14,247,AEX,DFW
01140530,-11,165,AEX,IAH
01141830,-10,165,AEX,IAH
01141154,-7,165,AEX,IAH
01140600,-15,435,AEX,ATL
01141721,-9,435,AEX,ATL
01141115,-2,435,AEX,ATL
01141415,-7,435,AEX,ATL
01151030,-6,247,AEX,DFW
01150530,-8,165,AEX,IAH
01151830,7,165,AEX,IAH
01151154,-11,165,AEX,IAH
01150600,-4,435,AEX,ATL
01151721,27,435,AEX,ATL
01151115,-10,435,AEX,ATL
01151415,-4,435,AEX,ATL
01161030,-8,247,AEX,DFW
01160530,-8,165,AEX,IAH
01161830,-10,165,AEX,IAH
01161154,-8,165,AEX,IAH
01160600,-5,435,AEX,ATL
01161721,-10,435,AEX,ATL
01161115,-5,435,AEX,ATL
01161415,-11,435,AEX,ATL
01171030,-8,247,AEX,DFW
01170530,4,165,AEX,IAH
01171830,-6,165,AEX,IAH
01171154,-8,165,AEX,IAH
01170600,-4,435,AEX,ATL
01171721,-5,435,AEX,ATL
01171115,-2,435,AEX,ATL
01171415,-6,435,AEX,ATL
01181030,2,247,AEX,DFW
01180530,-10,165,AEX,IAH
01181837,-10,165,AEX,IAH
01181154,-4,165,AEX,IAH
01180600,-8,435,AEX,ATL
01181115,-8,435,AEX,ATL
01191030,-7,247,AEX,DFW
01190530,-2,165,AEX,IAH
01191830,6,165,AEX,IAH
01191154,17,165,AEX,IAH
01190600,-5,435,AEX,ATL
01191721,-2,435,AEX,ATL
01191115,-4,435,AEX,ATL
01201030,-7,247,AEX,DFW
01200530,132,165,AEX,IAH
01201830,-9,165,AEX,IAH
01201154,44,165,AEX,IAH
01200600,106,435,AEX,ATL
01201721,-2,435,AEX,ATL
01201115,-5,435,AEX,ATL
01201415,5,435,AEX,ATL
01211030,-11,247,AEX,DFW
01210530,-1,165,AEX,IAH
01211830,52,165,AEX,IAH
01211154,-8,165,AEX,IAH
01210600,-6,435,AEX,ATL
01211721,26,435,AEX,ATL
01211115,-4,435,AEX,ATL
01211415,-5,435,AEX,ATL
01221030,-8,247,AEX,DFW
01220530,25,165,AEX,IAH
01221830,48,165,AEX,IAH
01221154,-10,165,AEX,IAH
01220600,10,435,AEX,ATL
01221721,-4,435,AEX,ATL
01221115,-3,435,AEX,ATL
01221415,9,435,AEX,ATL
01231030,-1,247,AEX,DFW
01230530,11,165,AEX,IAH
01231830,0,165,AEX,IAH
01231154,-9,165,AEX,IAH
01230600,-7,435,AEX,ATL
01231721,0,435,AEX,ATL
01231115,-9,435,AEX,ATL
01231415,-5,435,AEX,ATL
01241030,0,247,AEX,DFW
01240530,0,165,AEX,IAH
01241830,69,165,AEX,IAH
01241154,0,165,AEX,IAH
01240600,580,435,AEX,ATL
01241721,57,435,AEX,ATL
01241115,0,435,AEX,ATL
01241415,184,435,AEX,ATL
01240700,500,435,AEX,ATL
01251030,-2,247,AEX,DFW
01250530,0,165,AEX,IAH
01251837,11,165,AEX,IAH
01251154,0,165,AEX,IAH
01250600,55,435,AEX,ATL
01251115,-3,435,AEX,ATL
01251411,-2,435,AEX,ATL
01250600,101,435,AEX,ATL
01261030,-8,247,AEX,DFW
01260530,-3,165,AEX,IAH
01261830,-7,165,AEX,IAH
01261154,-3,165,AEX,IAH
01260600,7,435,AEX,ATL
01261721,1,435,AEX,ATL
01261115,2,435,AEX,ATL
01261415,-4,435,AEX,ATL
01271030,-9,247,AEX,DFW
01270530,-8,165,AEX,IAH
01271830,0,165,AEX,IAH
01271154,11,165,AEX,IAH
01270600,-1,435,AEX,ATL
01271721,-5,435,AEX,ATL
01271115,1,435,AEX,ATL
01271415,-3,435,AEX,ATL
01281030,0,247,AEX,DFW
01280530,0,165,AEX,IAH
01281830,0,165,AEX,IAH
01281154,0,165,AEX,IAH
01280600,0,435,AEX,ATL
01281721,0,435,AEX,ATL
01281115,0,435,AEX,ATL
01281415,0,435,AEX,ATL
01291030,0,247,AEX,DFW
01290530,65,165,AEX,IAH
01291830,0,165,AEX,IAH
01291154,0,165,AEX,IAH
01290600,0,435,AEX,ATL
01291721,0,435,AEX,ATL
01291115,0,435,AEX,ATL
01291415,0,435,AEX,ATL
01301030,-9,247,AEX,DFW
01300530,0,165,AEX,IAH
01301830,11,165,AEX,IAH
01301154,414,165,AEX,IAH
01300600,0,435,AEX,ATL
01301721,6,435,AEX,ATL
01301115,10,435,AEX,ATL
01301415,0,435,AEX,ATL
01311030,0,247,AEX,DFW
01310530,-3,165,AEX,IAH
01311830,-4,165,AEX,IAH
01311154,-2,165,AEX,IAH
01310600,-8,435,AEX,ATL
01311721,-3,435,AEX,ATL
01311115,43,435,AEX,ATL
01311415,65,435,AEX,ATL
01011830,25,247,AEX,DFW
01010615,-3,247,AEX,DFW
01021830,54,247,AEX,DFW
01020615,-8,247,AEX,DFW
01031830,-11,247,AEX,DFW
01030615,-2,247,AEX,DFW
01041750,-2,247,AEX,DFW
01040615,-1,247,AEX,DFW
01051830,3,247,AEX,DFW
01050615,0,247,AEX,DFW
01061830,40,247,AEX,DFW
01060615,-4,247,AEX,DFW
01071830,11,247,AEX,DFW
01070615,-5,247,AEX,DFW
01081830,0,247,AEX,DFW
01080615,-5,247,AEX,DFW
01091830,-6,247,AEX,DFW
01090615,7,247,AEX,DFW
01101830,13,247,AEX,DFW
01100615,-3,247,AEX,DFW
01111750,-2,247,AEX,DFW
01110615,3,247,AEX,DFW
01121830,-8,247,AEX,DFW
01120615,-5,247,AEX,DFW
01131830,-5,247,AEX,DFW
01130615,2,247,AEX,DFW
01141830,-3,247,AEX,DFW
01140615,-5,247,AEX,DFW
01151830,-11,247,AEX,DFW
01150615,-6,247,AEX,DFW
01161830,-6,247,AEX,DFW
01160615,-8,247,AEX,DFW
